type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,The Adventures of Huck Finn,Stephen Sommers,"Elijah Wood,Courtney Vance,Robbie Coltrane,Jason Robards,Ron Perlman,Dana Ivey",United States,2019-11-12,1993,PG,108,"Action-Adventure,Coming of Age,Drama",Huck and a runaway slave brave the Mississippi River in search of freedom.
Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby,Basil Rathbone,Eric Blore,Pat O'Malley,John Ployardt,Colin Campbell",United States,2019-11-12,1949,G,69,"Action-Adventure,Animation,Anthology",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.
TV Show,The Adventures of Spin and Marty,0,"David Stollery,Tim Considine",United States,2019-11-12,1955,TV-G,1,"Buddy,Coming of Age,Family",Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.
Movie,The African Lion,James Algar,Winston Hibler,United States,2019-11-12,1955,G,72,"Animals & Nature,Documentary,Family",Two wildlife experts spend years studying the majestic African lion.
Movie,The Apple Dumpling Gang,Norman Tokar,"Bill Bixby,Susan Clark,Don Knotts,Tim Conway,David Wayne,Slim Pickens",United States,2019-11-12,1975,G,100,"Comedy,Family,Western",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.
Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,"Tim Conway,Don Knotts,Tim Matheson,Kenneth Mars,Elyssa Davalos,Jack Elam",United States,2019-11-12,1979,G,89,"Comedy,Family,Western",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.
Movie,The Aristocats,Wolfgang Reitherman,"Phil Harris,Eva Gabor,Sterling Holloway,Scatman Crothers,Paul Winchell,Lord Tim Hudson",United States,2019-11-12,1970,G,81,"Action-Adventure,Animation,Comedy",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.
Movie,The Art of Skiing,Jack Kinney,John McLeish,United States,2019-11-12,1941,TV-G,8,"Animation,Comedy,Family",Goofy demonstrates the art of skiing. See details for advisory.
TV Show,The Avengers: Earth's Mightiest Heroes,0,"Eric Loomis,Bumper Robinson,Dawn Olivera,Phil LaMarr,Alex Desert,Kari Wuhrer",United States,2019-11-12,2010,TV-Y7,2,"Action-Adventure,Animation,Kids",Chaos sweeps over the planet as the Super Villain prison system breaks down.
TV Show,The Avengers: United They Stand,0,"Martin Roach,Rod Wilson,Lenore Zann,Ron Rubin,Hamish McEwan,Lynda Ballantyne","France, Canada, United States",2019-11-12,1999,TV-Y7,1,"Action-Adventure,Animation,Kids","Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe."
Movie,The Band Concert,"Wilfred Jackson, Walt Disney",Clarence Nash,United States,2019-11-12,1935,TV-Y7,10,"Animation,Family,Kids",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.
Movie,The Bears and I,Bernard McEveety,"Patrick Wayne,Chief George,Andrew Duggan,Michael Ansara,Robert Pine,Val DeVargas",United States,2019-11-12,1974,TV-PG,83,"Animals & Nature,Drama,Family",A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.
Movie,The Big Bad Wolf,Burt Gillett,0,United States,2019-11-12,1934,TV-Y7,9,"Animation,Family,Musical",Red Riding Hood travels to visit her sick grandmother. See details for advisory.
Movie,The Biscuit Eater,Vincent McEveety,"Earl Holliman,Patricia Crowley,Lew Ayres,Godfrey Cambridge,Beah Richards,Clifton James",United States,2019-11-12,1972,G,93,"Animals & Nature,Drama,Family",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.
Movie,The Black Cauldron,"Ted Berman, Richard Rich","Grant Bardsley,Susan Sheridan,Freddie Jones,Nigel Hawthorne,Arthur Malet,John Byner","United States, United Kingdom",2019-11-12,1985,PG,82,"Action-Adventure,Animation,Coming of Age",A young pig keeper becomes an unlikely hero when he confronts an evil king.
Movie,The Black Hole,Gary Nelson,"Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,Yvette Mimieux,Ernest Borgnine",United States,2019-11-12,1979,PG,98,"Action-Adventure,Science Fiction,Thriller",Take a spectacular descent into nature's ultimate mystery: The Black Hole.
Movie,The Blue Umbrella,Saschka Unseld,Sarah Jaffe,United States,2019-11-12,2013,G,7,"Animation,Family,Kids",Two unlikely umbrellas fall eternally in love.
TV Show,The Book of Once Upon a Time,0,Kate Mulvany,0,2019-11-12,2014,TV-Y,4,"Animation,Anthology,Kids",Classic Disney tales are brought to life in a magical storytelling experience.
TV Show,The Book of Pooh,0,"Jim Cummings,Paul Tiesler,Jeff Bennett,Peter Cullen,Stephanie d’Abruzzo,John Fiedler",United States,2019-11-12,2000,TV-Y,2,"Comedy,Kids",Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!
Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,"Deanna Oliver,Tim Stack,Roger Kabler,Thurl Ravenscroft,Eric Lloyd,Farrah Fawcett",United States,2019-11-12,1998,TV-G,73,"Action-Adventure,Animation,Kids",Toaster and his friends head for Mars to bring the master's baby home.
Movie,The Castaway Cowboy,Vincent McEveety,"James Garner,Vera Miles,Robert Culp,Eric Shea,Elizabeth Smith,Manu Tupou",United States,2019-11-12,1974,G,91,"Action-Adventure,Family,Western",A Texan castaway helps defend a Hawaiian family's land.
Movie,The Cheetah Girls,Oz Scott,"Raven ,Adrienne Bailon,Kiely Williams,Sabrina Bryan,Juan Chioran,Lori Alter","Canada, United States",2019-11-12,2003,TV-G,94,"Coming of Age,Drama,Music",The Cheetah Girls sing and dance their way toward that elusive record deal.
Movie,The Cheetah Girls 2,Kenny Ortega,"Raven-Symoné ,Adrienne Bailon,Sabrina Bryan,Kiely Williams,Belinda Peregrin,Lori Alter",United States,2019-11-12,2006,TV-G,98,"Coming of Age,Drama,Music",The Cheetahs go to Barcelona to perform in a music festival.
Movie,The Cheetah Girls: One World,Paul Hoen,"Adrienne Bailon,Sabrina Bryan,Kiely Williams,Roshan Seth,Michael Steger,Kunal Sharma",United States,2019-11-12,2008,TV-G,85,"Comedy,Coming of Age,Music",The Cheetah Girls are off to India to land a spot in a Bollywood musical.
Movie,The Christmas Star,Alan Shapiro,"Edward Asner,René Auberjonois,Jim Metzler,Susan Tyrrell,Karen Landry,Alan North","Canada, United States",2019-11-12,1986,TV-G,94,"Crime,Drama,Family",A counterfeiter finds the true meaning of Christmas.
Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"Georgie Henley,Skandar Keynes,William Moseley,Anna Popplewell,Ben Barnes,Peter Dinklage","United States, Poland, Slovenia, Czech Republic, United Kingdom",2019-11-12,2008,PG,154,"Action-Adventure,Family,Fantasy",The Pevensie siblings return to lead the Narnians on a remarkable journey.
Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Georgie Henley,Skandar Keynes,William Moseley,Anna Popplewell,Tilda Swinton,James McAvoy","United Kingdom, United States",2019-11-12,2005,PG,147,"Action-Adventure,Family,Fantasy",Four siblings enter a magical land and help its inhabitants defeat a witch.
Movie,The Color of Friendship,Kevin Hooks,"Carl Lumbly,Penny Johnson,Shadia Simmons,Anthony Burnett,Travis Davis,Lindsey Haun","Canada, United States",2019-11-12,2000,TV-G,83,"Biographical,Drama",Two girls from different backgrounds learn the true color of friendship.
Movie,The Computer Wore Tennis Shoes,Robert Butler,"Kurt Russell,Cesar Romero,Joe Flynn,William Schallert,Alan Hewitt,Richard Bakalyan",United States,2019-11-12,1969,G,90,"Comedy,Crime,Science Fiction",A student turns genius when he absorbs the knowledge stored in a computer.
Movie,The Country Bears,Peter Hastings,"Christopher Walken,Stephen Tobolowsky,Daryl Mitchell,M.C. Gainey,Diedrich Bader,Alex Rocco",United States,2019-11-12,2002,G,91,"Comedy,Music",The Country Bears aim to save the venue that made them famous.
Movie,The Emperor's New Groove,Mark Dindal,"David Spade,John Goodman,Eartha Kitt,Patrick Warburton,Wendie Malick,Eli Linnetz",United States,2019-11-12,2000,G,82,"Action-Adventure,Animation,Family",A selfish emperor learns a lesson in humility when he is turned into a llama.
Movie,The Even Stevens Movie,Sean McNamara,"Shia LaBeouf,Christy Romano,Tom Virtue,Nick Spano,Steven Lawrence,A.J. Trauth",United States,2019-11-12,2003,TV-G,94,"Action-Adventure,Comedy",An all-expenses-paid vacation ends up costing the Stevens their sanity.
Movie,The Flood,Brad Bestelink,Angela Bassett,United States,2019-11-12,2018,TV-PG,93,"Animals & Nature,Documentary",The Okavango Delta in Botswana transforms from desert to water wonderland.
Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney,Kurt Russell,Pearl Bailey,Jack Albertson,Sandy Duncan,Jeanette Nolan",United States,2019-11-12,1981,G,85,"Action-Adventure,Animation,Buddy",A little fox and a hound pup become unlikely friends.
Movie,The Fox and the Hound 2,Jim Kammerud,"Reba McEntire,Patrick Swayze,Jonah Bobo,Harrison Fahn,Jeff Foxworthy,Vicki Lawrence",United States,2019-11-12,2006,G,73,"Action-Adventure,Animation,Buddy",Tod and Copper's friendship is put to the test.
Movie,The Game Plan,Andy Fickman,"Dwayne Johnson,Kyra Sedgwick,Morris Chestnut,Roselyn Sanchez,Madison Pettis,Gordon Clapp",United States,2019-11-12,2007,PG,112,"Comedy,Family,Sports",A superstar quarterback meets the daughter he never knew existed.
Movie,The Ghosts of Buxley Hall,Bruce Bilson,"Dick O'Neill,Victor French,Louise Latham,Rad Daly,Monte Markham,Ruta Lee",United States,2019-11-12,1980,TV-PG,93,"Comedy,Family,Fantasy",Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.
Movie,The Goddess of Spring,Wilfred Jackson,0,United States,2019-11-12,1934,TV-Y7,10,"Animation,Family,Fantasy","The goddess of spring is kidnapped, bringing about the winter season. See details for advisory."
Movie,The Golden Touch,Walt Disney,0,United States,2019-11-12,1935,TV-Y7,11,"Animation,Family,Fantasy",A fable of a king whose touch turns everything to gold. See details for advisory.
Movie,The Good Dinosaur,Peter Sohn,"Jeffrey Wright,Frances McDormand,Maleah Padilla,Ryan Teeple,Jack McGraw,Marcus Scribner",United States,2019-11-12,2015,PG,94,"Action-Adventure,Animation,Buddy",A dinosaur named Arlo makes an unlikely friend during his journey home.
Movie,The Great Muppet Caper,Jim Henson,"Jim Henson,Frank Oz,Dave Goelz,Jerry Nelson,Richard Hunt,Charles Grodin","United Kingdom, United States",2019-11-12,1981,G,98,"Comedy,Crime,Family",Kermit and the gang investigate when Miss Piggy is framed for burglary.
Movie,The Greatest Game Ever Played,Bill Paxton,"Shia LaBeouf,Stephen Dillane,Peter Firth,Elias Koteas,Stephen Marcus,Josh Flitter","United States, Canada",2019-11-12,2005,PG,122,"Biographical,Sports","The story of Francis Ouimet, the first amateur to win the U.S. Open."
Movie,The Haunted Mansion,Rob Minkoff,"Eddie Murphy,Terence Stamp,Nathaniel Parker,Marsha Thomason,Jennifer Tilly,Wallace Shawn",United States,2019-11-12,2003,PG,89,"Comedy,Family,Fantasy","A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor."
Movie,The Hockey Champ,Jack King,0,United States,2019-11-12,1939,TV-G,9,"Animation,Comedy,Family",Donald and his nephews play Hockey. See details for advisory.
Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Tom Hulce,Demi Moore,Tony Jay,Kevin Kline,Paul Kandel,Jason Alexander","United States, France",2019-11-12,1996,G,96,"Action-Adventure,Animation,Family",Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.
Movie,The Hunchback of Notre Dame II,Bradley Raymond,"Jason Alexander,Jennifer Hewitt,Tom Hulce,Paul Kandel,Charles Kimbrough,Kevin Kline",United States,2019-11-12,2002,G,69,"Action-Adventure,Animation,Family",It's Quasimodo's turn to look past appearances when seeking true love.
TV Show,The Imagineering Story,0,0,United States,2019-11-12,2019,TV-PG,1,"Docuseries,Historical",Creating happiness takes a strong blend of imagination and engineering - known as Imagineering.
Movie,The Incredible Journey,Fletcher Markle,"Émile Genest,John Drainie,Tommy Tweed,Sandra Scott,Syme Jago,Marion Finlayson","Canada, United States",2019-11-12,1963,G,80,"Action-Adventure,Animals & Nature,Family",Two dogs and a cat traverse the Canadian frontier to find their way home.
Movie,The Incredibles,Brad Bird,"Craig Nelson,Holly Hunter,Samuel Jackson,Jason Lee,Dominique Louis,Teddy Newton",United States,2019-11-12,2004,PG,116,"Action-Adventure,Animation,Family","A family of Supers, forced to adopt civilian lives, returns to action."
Movie,The Journey of Natty Gann,Jeremy Kagan,"Meredith Salenger,John Cusack,Ray Wise,Lainie Kazan,Scatman Crothers,Barry Miller",United States,2019-11-12,1985,PG,101,"Action-Adventure,Coming of Age,Drama",A brave young girl embarks on a cross-country search for her father.
Movie,The Jungle Book 2,Steve Trenbirth,"John Goodman,Haley Osment,Mae Whitman,Connor Funk,Bob Joles,Tony Jay","United States, Australia",2019-11-12,2003,G,77,"Action-Adventure,Animation,Kids",Mowgli must decide whether to live in the village or return to the jungle.
Movie,The Jungle Book: Mowgli's Story,Nick Marck,"Brandon Baker,Sherman Howard,Clancy Brown,Peri Gilpin,Wallace Shawn,Stephen Tobolowsky",United States,2019-11-12,1998,G,77,"Action-Adventure,Coming of Age,Family",Mowgli reflects on his childhood jungle adventures.
Movie,The Legend of Mor'du,Brian Larsen,"Julie Walters,Steve Purcell,Callum O'Neill",United States,2019-11-12,2012,TV-G,8,"Animation,Family,Fantasy",A prince seeks control of a kingdom from his brothers through magic.
Movie,The Lion King 1 1/2,Bradley Raymond,"Nathan Lane,Ernie Sabella,Julie Kavner,Jerry Stiller,Matthew Broderick,Robert Guillaume","Australia, United States",2019-11-12,2004,G,80,"Action-Adventure,Animation,Comedy",Timon and Pumbaa reveal how they helped Simba save the Serengeti.
Movie,The Lion King 2: Simba's Pride,Darrell Rooney,"Matthew Broderick,Neve Campbell,Andy Dick,Robert Guillaume,James Jones,Moira Kelly","United States, Australia",2019-11-12,1998,G,84,"Action-Adventure,Animation,Family",Simba's strong-willed daughter befriends the heir to Scar's pride.
Movie,The Little Mermaid,"Ron Clements, John Musker","René Auberjonois,Christopher Barnes,Jodi Benson,Pat Carroll,Paddi Edwards,Buddy Hackett",United States,2019-11-12,1989,G,86,"Animation,Family,Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.
Movie,The Little Mermaid II:  Return to the Sea,Jim Kammerud,"Jodi Benson,Samuel Wright,Tara Charendoff,Pat Carroll,Buddy Hackett,Kenneth Mars","United States, Canada, Australia, Taiwan",2019-11-12,2000,G,77,"Animation,Drama,Fantasy",Return To The Sea with The Little Mermaid’s daughter.
Movie,The Little Mermaid:  Ariel's Beginning,Peggy Holmes,"Jodi Benson,Samuel Wright,Jim Cummings,Sally Field,Tara Strong,Jennifer Hale",United States,2019-11-12,2008,G,79,"Animation,Drama,Family","Long before Prince Eric, Ariel faces a choice between family and music."
Movie,The Little Whirlwind,Riley Thomas,"Walt Disney,Thelma Boardman",United States,2019-11-12,1941,TV-Y7,9,"Animation,Family,Kids",Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.
Movie,The Living Desert,James Algar,Winston Hibler,United States,2019-11-12,1953,G,69,"Animals & Nature,Documentary,Family",The desert teems with vitality in this true-life adventure.
Movie,The Lizzie McGuire Movie,Jim Fall,"Hilary Duff,Adam Lamberg,Robert Carradine,Hallie Todd,Jake Thomas,Yani Gellman",United States,2019-11-12,2003,PG,95,"Comedy,Coming of Age,Family",Lizzie McGuire and her pals go on a class trip to Italy.
Movie,The Lost Tomb of Alexander the Great,Duncan Singh,Matt McFetridge,United Kingdom,2019-11-12,2019,TV-PG,44,"Documentary,Historical",An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery.
Movie,The Love Bug (1969),Robert Stevenson,"Dean Jones,Michele Lee,David Tomlinson,Buddy Hackett,Joe Flynn,Benson Fong",United States,2019-11-12,1969,G,108,"Action-Adventure,Comedy,Family",A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own.
Movie,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery","Sebastian Cabot,Junius Matthews,Barbara Luddy,Howard Morris,John Fiedler,Ralph Wright",United States,2019-11-12,1977,TV-Y,75,"Animation,Kids,Musical",Experience the magical tales of Pooh and his Hundred Acre Wood friends.
Movie,The Million Dollar Duck,Vincent McEveety,"Dean Jones,Sandy Duncan,Joe Flynn,Tony Roberts,James Gregory,Lee Montgomery",United States,2019-11-12,1971,G,93,"Comedy,Family",A research scientist discovers his lab duck now lays golden eggs.
Movie,The Mistle-Tones,Paul Hoen,"Tia Mowry,Jonathan Moore,Andy Gala,Megan Duffy,Jason Rogel,Tammy Townsend",United States,2019-11-12,2012,TV-PG,87,"Drama,Music",Holly forms a Christmas singing group to compete with a harsh rival.
Movie,The Muppet Christmas Carol,Brian Henson,"Michael Caine,Steve Whitmire,Frank Oz,Dave Goelz,Jerry Nelson,David Rudman","United States, United Kingdom",2019-11-12,1992,G,87,"Comedy,Drama,Family",The Muppets present their own touching rendition of Charles Dickens' classic tale.
Movie,The Muppet Movie,James Frawley,"Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt,Dave Goelz,Charles Durning","United Kingdom, United States",2019-11-12,1979,G,95,"Action-Adventure,Comedy,Family","On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs."
Movie,The Muppets,James Bobin,"Jason Segel,Amy Adams,Chris Cooper,Rashida Jones,Steve Whitmire,Eric Jacobson",United States,2019-11-12,2011,PG,108,"Comedy,Family,Kids",The Muppets' biggest fan reunites the gang to save their beloved theater.
TV Show,The Muppets (Series),0,"Bill Barretta,Dave Goelz,Eric Jacobson,Peter Linz,David Rudman,Matt Vogel",United States,2019-11-12,2015,TV-PG,1,Comedy,"""The Muppets"" return with a documentary-style show."
TV Show,The New Adventures of Winnie the Pooh,0,"Jim Cummings,Paul Winchell,John Fiedler,Ken Sansome,Tim Hoskins,Patty Paris",United States,2019-11-12,1988,TV-Y,4,"Animation,Kids",The stories of Winnie the Pooh and friends.
Movie,The Old Mill,Wilfred Jackson,0,United States,2019-11-12,1937,TV-Y7,9,"Action-Adventure,Animation,Family",Animals try to stay safe and dry in an old mill. See details for advisory.
Movie,The Olympic Champ,Jack Kinney,0,United States,2019-11-12,1942,TV-G,7,"Animation,Comedy,Family",Goofy demonstrates Olympic events to the narration of their history. See details for advisory.
Movie,The Parent Trap,Nancy Meyers,"Dennis Quaid,Natasha Richardson,Lisa Walter,Elaine Hendrix,Simon Kunz,Ronnie Stevens","United States, United Kingdom",2019-11-12,1998,PG,129,"Comedy,Family,Romance",Identical twins scheme to switch places and reunite their divorced parents.
Movie,The Parent Trap (1961),David Swift,"Hayley Mills,Maureen O'Hara,Brian Keith,Charlie Ruggles,Una Merkel,Leo Carroll",United States,2019-11-12,1961,G,129,"Comedy,Family,Romance","Twins separated at birth reunite, then switch places to try and get their parents back together."
Movie,The Pied Piper,Wilfred Jackson,0,United States,2019-11-12,1933,TV-G,8,"Animation,Family,Musical",The Pied Piper lures the children out of town. See details for advisory.
Movie,The Plausible Impossible (Disneyland: 1954-58),"Wilfred Jackson, William Beaudine",Walt Disney,United States,2019-11-12,1956,TV-PG,52,"Documentary,Family",Walt Disney explains some of the techniques of animation. See details for advisory.
Movie,The Poof Point,Neal Israel,"Tahj Mowry,Dawnn Lewis,Raquel Lee,Mark Curry,Bruce Newbold,Jan Felt",United States,2019-11-12,2001,TV-G,80,"Comedy,Coming of Age,Science Fiction",Eddie and Marie’s parents invent a machine that makes them younger.
Movie,The Prince and the Pauper,Don Chaffey,"Guy Williams,Laurence Naismith,Donald Houston,Sean Scully,Niall MacGinnis,Geoffrey Keen",United Kingdom,2019-11-12,1962,G,94,"Action-Adventure,Coming of Age,Family","After meeting his lookalike, a prince trades places with a pauper. See details for advisory."
Movie,The Princess and the Frog,"John Musker, Ron Clements","Anika Rose,Bruno Campos,Keith David,Michael-Leon Wooley,Jennifer Cody,Jim Cummings",United States,2019-11-12,2009,G,99,"Animation,Comedy,Family",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.
Movie,The Princess Diaries,Garry Marshall,"Anne Hathaway,Heather Matarazzo,Hector Elizondo,Mandy Moore,Caroline Goodall,Robert Schwartzman","United States, United Kingdom",2019-11-12,2001,G,116,"Comedy,Coming of Age,Family",A teenager discovers that she is the princess of a small European country.
Movie,The Princess Diaries 2: Royal Engagement,Garry Marshall,"Anne Hathaway,Heather Matarazzo,John Rhys-Davies,Chris Pine,Callum Blue,Kathleen Marshall",United States,2019-11-12,2004,G,114,"Comedy,Family,Romance",Princess Mia has 30 days to find a husband... or she can't become queen.
Movie,The Proud Family Movie,Bruce Smith,"Tommy Davidson,Kyla Pratt,Paula Parker,Jo Payton,Orlando Brown,Soleil Frye",United States,2019-11-12,2005,TV-G,95,"Animation,Comedy,Family",Penny's boring family vacation becomes a mysterious island adventure.
Movie,The Reluctant Dragon,Alfred Werker,"Robert Benchley,Gerald Mohr,Alan Ladd,Florence Gill,Frances Gifford,Buddy Pepper",United States,2019-11-12,1941,G,74,"Animation,Comedy,Family",Robert Benchley gives a behind-the-scenes look at how animation is created.
TV Show,The Replacements,0,"Nancy Cartwright,Grey DeLisle,Kath Soucie,Daran Norris,David McCallum,Jeff Bennett",United States,2019-11-12,2006,TV-G,1,"Animation,Comedy,Family","Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company."
Movie,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart,Eva Gabor,Geraldine Page,Joe Flynn,Jeanette Nolan,Pat Buttram",United States,2019-11-12,1977,G,78,"Action-Adventure,Animation,Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.
Movie,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel","Bob Newhart,Eva Gabor,John Candy,Tristan Rogers,Adam Ryen,Wayne Robson",United States,2019-11-12,1990,G,78,"Action-Adventure,Animation,Family",Bernard and Bianca race to Australia to save a boy from a vile poacher.
Movie,The Rookie,John Hancock,"Dennis Quaid,Rachel Griffiths,Jay Hernandez,Beth Grant,Angus Jones,Brian Cox",United States,2019-11-12,2002,G,129,"Biographical,Family,Sports",A high school baseball coach gets a second chance as a big-league pitcher.
Movie,The Santa Clause,John Pasquin,"Tim Allen,Judge Reinhold,Wendy Crewson,Eric Lloyd,David Krumholtz,Larry Brandenburg","United States, Canada",2019-11-12,1994,PG,98,"Comedy,Family,Fantasy",A bizarre twist of fate transforms a divorced dad into the new Santa.
Movie,The Santa Clause 2,Michael Lembeck,"Tim Allen,Judge Reinhold,Wendy Crewson,Elizabeth Mitchell,David Krumholtz,Eric Lloyd","United States, Canada",2019-11-12,2002,G,106,"Comedy,Family,Fantasy",Scott Calvin must get married by Christmas Eve or lose his title as Santa.
Movie,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Tim Allen,Elizabeth Mitchell,Judge Reinhold,Wendy Crewson,Ann-Margret ,Eric Lloyd","United States, Canada",2019-11-12,2006,G,94,"Comedy,Family,Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.
Movie,The Scream Team,Stuart Gillard,"Mark Rendall,Kat Dennings,Robert Bockstael,Eric Idle,Tommy Davidson,Gary Reineke",United States,2019-11-12,2002,TV-PG,88,"Comedy,Fantasy",Ian and Claire Carlyle discover that ghosts really do exist!
Movie,The Secret of the Magic Gourd,"朱家欣 , 钟智行","劳奕嘉 ,朱祺隆 ,郭凯敏 ,郑嘉昊 ,孟谦 ,陈佩斯","China, Hong Kong, United States",2019-11-12,2009,G,84,Fantasy,A boy's world is turned upside down when he hooks a wish-granting gourd.
Movie,The Shaggy D.A.,Robert Stevenson,"Dean Jones,Tim Conway,Suzanne Pleshette,Keenan Wynn,Jo Worley,Dick Van Patten",United States,2019-11-12,1976,G,92,"Comedy,Family,Fantasy",A District Attorney candidate finds himself transformed into a sheepdog.
Movie,The Shaggy Dog,Charles Barton,"Fred MacMurray,Jean Hagen,Tommy Kirk,Annette Funicello,Tim Considine,Kevin Corcoran",United States,2019-11-12,1959,G,102,"Comedy,Family,Fantasy",A magical ring transforms a teenager into a lumbering sheepdog.
Movie,The Sign of Zorro,"Lewis Foster, Norman Foster","Guy Williams,George Lewis,Gene Sheldon,Henry Calvin,Tony Russo,John Dehner",United States,2019-11-12,1960,G,90,"Action-Adventure,Drama,Family",Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.
Movie,The Simple Things,Charles Nichols,0,United States,2019-11-12,1953,TV-G,8,"Animation,Comedy,Family",Mickey and Pluto go fishing at the beach. See details for advisory.
Movie,The Sound of Music,Robert Wise,"Julie Andrews,Christopher Plummer,Richard Haydn,Peggy Wood,Evadne Baker,Portia Nelson",United States,2019-11-12,1965,G,175,"Biographical,Family,Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.
Movie,The Story of Robin Hood And His Merrie Men,Ken Annakin,"Richard Todd,Joan Rice,Peter Finch,James Hayter,Martita Hunt,James Justice",United Kingdom,2019-11-12,1952,PG,84,"Action-Adventure,Family",Prince John conspires to gain power when King Richard leaves England.
Movie,The Strongest Man in the World,Vincent McEveety,"Kurt Russell,Joe Flynn,Eve Arden,Cesar Romero,Phil Silvers,Dick Van Patten",United States,2019-11-12,1975,G,92,"Comedy,Family,Science Fiction",A college science wiz gains super strength in a lab accident. See details for advisory.
Movie,The Suite Life Movie,Sean McNamara,"Cole Sprouse,Dylan Sprouse,Brenda Song,Debby Ryan,Matthew Timmons,John Ducey",United States,2019-11-12,2011,TV-G,81,"Comedy,Coming of Age",Zack and Cody become truly connected after joining a twin research study.
TV Show,The Suite Life of Zack & Cody,0,"Cole Sprouse,Dylan Sprouse,Brenda Song,Ashley Tisdale,Phill Lewis,Kim Rhodes",United States,2019-11-12,2004,TV-G,3,"Action-Adventure,Comedy,Coming of Age",Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.
TV Show,The Suite Life On Deck,0,"Cole Sprouse,Dylan Sprouse,Brenda Song,Debby Ryan,Phill Lewis",United States,2019-11-12,2008,TV-G,3,"Action-Adventure,Comedy,Coming of Age","Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner."
Movie,The Swap,Jay Karas,"Peyton List,Jacob Bertrand,Darrin Rose,Claire Rankin,Callan Potter,Jesse Bostick",United States,2019-11-12,2016,TV-G,91,"Comedy,Coming of Age,Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.
Movie,The Thirteenth Year,Duwayne Dunham,"Chez Starbuck,Dave Coulier,Lisa Sullivan,Justin Ross,Courtnee Draper,Tim Redwine",United States,2019-11-12,1999,TV-G,89,"Coming of Age,Fantasy",Cody learns he can communicate with fish as he nears his 13th birthday.
Movie,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda,Carmen Molina,Sterling Holloway,Clarence Nash,Joaquin Garay,Jose Oliveira",United States,2019-11-12,1945,G,72,"Animation,Family,Musical",Magical gifts from his friends send Donald on a musical journey. See details for advisory.
Movie,The Three Musketeers,Stephen Herek,"Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt,Tim Curry,Rebecca De Mornay","Austria, United Kingdom, United States",2019-11-12,1993,PG,106,"Action-Adventure,Comedy,Family",Three loyal swordsmen and an eager recruit unite to protect the King.
Movie,The Tigger Movie,Jun Falkenstein,"Jim Cummings,Nikita Hopkins,Ken Sansom,John Fiedler,Peter Cullen,Andre Stojka","United States, Japan",2019-11-12,2000,G,81,"Action-Adventure,Animation,Kids",Tigger goes looking through the Hundred Acre Wood to find his family.
